geoID,geo
399,"Winchester, Ontario, Ontario Provincial Police, rural [35655]"
400,"Russell County (Rockland), Ontario, Ontario Provincial Police, rural [35656]"
401,"Alexandria, Ontario, Ontario Provincial Police, rural [35657]"
402,"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]"
403,"Almaguin Highlands, Ontario, Ontario Provincial Police, rural [35659]"
404,"Temiskaming, Ontario, Ontario Provincial Police, rural [35660]"
405,"Kirkland Lake, Ontario, Ontario Provincial Police, rural [35661]"
406,"Temagami, Ontario, Ontario Provincial Police, rural [35662]"
407,"Sturgeon Falls, Ontario, Ontario Provincial Police, rural [35663]"
408,"Powassan, Ontario, Ontario Provincial Police, rural [35664]"
409,"Still River, Ontario, Ontario Provincial Police, rural [35665]"
410,"Englehart, Ontario, Ontario Provincial Police, rural [35667]"
411,"Mattawa, Ontario, Ontario Provincial Police, rural [35668]"
412,"Foleyet, Ontario, Ontario Provincial Police, rural [35670]"
413,"Gogama, Ontario, Ontario Provincial Police, rural [35671]"
414,"Mindemoya/Gore Bay, Ontario, Ontario Provincial Police, rural [35672]"
415,"Noelville (Warren/Killarney), Ontario, Ontario Provincial Police, rural [35675]"
416,"Killarney, Ontario, Ontario Provincial Police, rural [35676]"
417,"Thessalon, Ontario, Ontario Provincial Police, rural [35678]"
418,"Superior East (White River), Ontario, Ontario Provincial Police, rural [35679]"
419,"Superior East (Hornepayne), Ontario, Ontario Provincial Police, rural [35680]"
420,"Kapuskasing, Ontario, Ontario Provincial Police, rural [35682]"
421,"Matheson, Ontario, Ontario Provincial Police, rural [35683]"
422,"Iroquois Falls, Ontario, Ontario Provincial Police, rural [35684]"
423,"Smooth Rock Falls, Ontario, Ontario Provincial Police, rural [35686]"
424,"Mnjikaning, Ontario, Ontario Provincial Police, rural [35096]"
425,"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]"
426,"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]"
427,"Lennox and Addington County East (Loyalist), Ontario, Ontario Provincial Police, municipal [35099]"
428,"Grey Bruce (Grey Highlands), Ontario, Ontario Provincial Police, municipal [35100]"
429,"Essex County (Essex), Ontario, Ontario Provincial Police, municipal [35101]"
430,"Grey Bruce (Southgate), Ontario, Ontario Provincial Police, municipal [35103]"
431,"Fergus, Ontario, municipal [35104]"
432,"Elgin County, Ontario, Ontario Provincial Police, municipal [35105]"
433,"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]"
434,"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]"
435,"Brant County, Ontario, Ontario Provincial Police, municipal [35109]"
436,"Northumberland (Trent Hills), Ontario, Ontario Provincial Police, municipal [35110]"
437,"Tyendinaga, Ontario, Ontario Provincial Police, municipal [35111]"
438,"Nipigon (Red Rock), Ontario, Ontario Provincial Police, municipal [35112]"
439,"Northumberland (Cramahe), Ontario, Ontario Provincial Police, municipal [35113]"
440,Ontario [35]
,
